R.br.,Latituda,Longituda,Kategorija saobraćajnice,Datum nastanka saobraćajne nezgode,Vrijeme nastanka saobraćajne nezgode,Vremenske prilike,Period dana,Stanje kolovoza,Broj poginulih osoba,Broj teško povrijeđenih osoba,Broj lakše povrijeđenih osoba,"Vrsta, tip saobraćajne nezgode",Područje,Tip puta,Horizontalna geometrija,Vertikalna geometrija,Tip raskrsnice,Tip prelaza,Pješačka površina,Rasvjeta,Broj povrijeđenih učesnika 30 dana,Broj smrtno stradalih učesnika nakon 30 dana,Ukupno povrijeđenih učesnika,Ukupno smrtno stradalih učesnika,Putnički automobil,Pješak,Romobil,Bicikl,Motocikl,Lako teretno vozilo,Teško teretno vozilo,Autobus,Traktor,Ostalo,Unnamed: 35,Broj povrijeđenih osoba,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Kategorija saobraćajnice.1,Datum i vrijeme nastanka saobraćajne nezgode,Dio dana,Stanje kolovoza.1,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Broj poginulih osoba.1,Unnamed: 73,Unnamed: 74,Tip saobraćajne nezgode (izvorno iz zapisnika MUP-a),Tip saobraćajne nezgode,Putnički automobil.1,Pješak.1,Romobil.1,Bicikl.1,Motocikl.1,Lako teretno vozilo.1,Teško teretno vozilo.1,Autobus.1,Traktor.1,Ostalo.1,Unnamed: 87
488,43.8448492765323,18.369685969534,Regionalna cesta,16.10.2022,15:15:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,1.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 111. čeoni udar,Čeoni sudar,PA,,,,,,,,,,
489,43.8483971056992,18.3593362523459,Magistralna cesta,18.10.2022,12:20:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 36. bočni udar,Bočni sudar,PA,,,,,,,,,,
490,43.8484127087891,18.3604047542401,Lokalna cesta,20.10.2022,08:30:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1.0,,,,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 36. bočni udar,Bočni sudar,PA,,,,,LTV,,,,,
491,43.8483971056992,18.3593362523459,Magistralna cesta,24.10.2022,14:50:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 96. udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
492,43.8483971056992,18.3593362523459,Magistralna cesta,26.10.2022,13:25:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3.0,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 111. čeoni udar,Čeoni sudar,PA,,,,,,,,,,
493,43.8502457874585,18.3580264648301,Lokalna cesta,09.11.2022,13:15:00,Vedro,Dan,Suh,0,0,2,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 43. udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
494,43.848742,18.344597,Lokalna cesta,19.11.2022,18:30:00,Oblačno,Noć,Mokar,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 96. udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
495,43.84794,18.35464,Magistralna cesta,12.12.2022,09:10:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 111. čeoni udar,Čeoni sudar,PA,,,,,,,,,,
496,43.847927,18.358068,Magistralna cesta,16.12.2022,16:50:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 43. udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
497,43.8503899511148,18.3598876296165,Lokalna cesta,17.12.2022,17:15:00,Oblačno,Noć,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 43. prelazak u suprotnu traku,"Preticanje, obilaženje",PA,,,,,,,,,,
498,43.84737,18.3548,Lokalna cesta,17.12.2022,17:30:00,Oblačno,Sumrak,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Da,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 36. čeoni udar,Čeoni sudar,PA,,,,,,,,,,
499,43.84964,18.36614,Magistralna cesta,20.12.2022,14:30:00,Oblačno,Dan,Suh,0,0,1,Udar zadnjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 43. izlijetanje izvan kolovoza,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
500,43.84714,18.3377,Lokalna cesta,21.12.2022,08:30:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 43. izlijetanje izvan kolovoza,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
501,43.8503899511148,18.3598876296165,Lokalna cesta,30.12.2022,10:55:00,Oblačno,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 36. čeoni udar,Čeoni sudar,PA,,,,,,,,,,
502,43.84636,18.347996,Magistralna cesta,13.01.2023,18:30:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 36. skretanje-bočni udar,Bočni sudar,PA,,,,,,,,,,
503,43.84942,18.35163,Lokalna cesta,21.01.2023,23:20:00,Oblačno,Noć,Mokar,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 36. čeoni udar,Čeoni sudar,PA,,,,,,,,,,
504,43.8483506814511,18.3594006253577,Magistralna cesta,24.01.2023,18:30:00,Oblačno,Noć,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Član 36. čeoni udar,Čeoni sudar,PA,,,,,,,,,,
505,43.84949,18.34819,Magistralna cesta,02.02.2023,09:30:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom vozila u zadnji točak bicikla,Sudar vozila i bicikla,PA,,,,,,,,,,
506,43.8476088557507,18.3554752127437,Magistralna cesta,09.02.2023,19:15:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim čeonim dijelom ostvario kontakt sa prednjim lijevim dijelom drugog vozila i bočni sudar,Čeoni sudar,PA,,,,,,,,,,
507,43.844555,18.33497,Lokalna cesta,13.02.2023,15:35:00,Vedro,Dan,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,3,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prelazak vozila u suprotnu saob. Traku i ostvaren kontakt, sa prednjim lijevim dijelom vozila","Preticanje, obilaženje",PA,,,,,,,,,,
508,43.8538591255277,18.3303537020227,Regionalna cesta,15.02.2023,15:00:00,Vedro,Dan,Suh,0,0,2,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izlijetanje sa kolovoza, zanošenje i prevrtanje",Izlijetanje izvan kolovoza,PA,,,,,,,,,,
509,43.8476088557507,18.3554752127437,Magistralna cesta,16.02.2023,20:48:00,Vedro,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izlijetanje sa kolovoza i prevrtanje vozila,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
510,43.862,18.35986,Lokalna cesta,20.02.2023,05:20:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prednjim čeonim dijelom ostvario kontakt sa vozačem rom.,Sudar vozila i romobila,PA,,,,,,,,,,
511,43.8450008308241,18.339629132028,Lokalna cesta,20.02.2023,07:10:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim čeonim dijelom vozila,Čeoni sudar,PA,,,,,,,,,,
512,43.8476088557507,18.3554752127437,Magistralna cesta,21.02.2023,11:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,4.0,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S/N prilikom obilaženja par. Vozila i izlijetanje sa kolovoza,Obilaženje,PA,,,,,,,,,,
513,43.8476088557507,18.3554752127437,Lokalna cesta,07.03.2023,07:15:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izlijetanje sa kolovoza, i udar u parkirano vozilo",Izlijetanje izvan kolovoza,PA,,,,,,,,,,
514,43.8490359409419,18.360306054193,Lokalna cesta,08.03.2023,19:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim čeonim dijelom pješaka,Čeoni udar u pješaka,PA,,,,,,,,,,
515,43.84876,18.3612,Magistralna cesta,14.03.2023,21:40:00,Vedro,Noć,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,3,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
516,43.8596339,18.357878,Lokalna cesta,15.03.2023,20:50:00,Oblačno,Noć,Mokar,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2.0,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
517,43.8454883110031,18.3430516304875,Lokalna cesta,24.03.2023,07:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proklizavanje vozila i izlijetanje sa kolovoza,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
518,43.8493,18.366634,Magistralna cesta,24.03.2023,17:15:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proklizavanje vozila i izlijetanje sa kolovoza,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
519,43.84832,18.35947,Magistralna cesta,30.03.2023,00:30:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar pješaka u prednju desnu stranu vozila,Bočni udar u pješaka,PA,,,,,,,,,,
520,43.8483893683271,18.3594542695342,Magistralna cesta,17.04.2023,21:20:00,Oblačno,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar vozila prednjim desnim pneumatikom u pješaka,Bočni udar u pješaka,PA,,,,,,,,,,
521,43.8483893683271,18.3594542695342,Magistralna cesta,18.04.2023,20:20:00,Oblačno,Noć,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar motocikla u prednju lijevu stranu drugog vozila,Sudar vozila i motocikla,PA,,,,,,,,,,
522,43.84875,18.36132,Magistralna cesta,22.04.2023,12:20:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom vozila,Udar prednjim dijelom vozila,PA,,,,,,,,,,
523,43.8589062595398,18.3538999870938,Lokalna cesta,04.05.2023,15:50:00,Oblačno,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u bočni dio vozila,Bočni sudar,PA,,,,,,,,,,
524,43.850849,18.366211,Lokalna cesta,17.05.2023,20:30:00,Oblačno,Noć,Mokar,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u bočni dio vozila,Bočni sudar,PA,,,,,,,,,,
525,43.84638,18.34744,Magistralna cesta,26.05.2023,18:50:00,Oblačno,Sumrak,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,2.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u bočni dio vozila,Bočni sudar,PA,,,,,,,,,,
526,43.849759,18.369886,Magistralna cesta,27.05.2023,12:15:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,3.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u bočni dio vozila,Bočni sudar,PA,,,,,,,,,,
527,43.849759,18.369886,Magistralna cesta,27.05.2023,23:20:00,Oblačno,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
528,43.849759,18.369886,Magistralna cesta,28.05.2023,22:20:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2.0,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u bočni dio vozila,Bočni sudar,PA,,,,,,,,,,
529,43.886443,18.35324,Lokalna cesta,08.06.2023,12:10:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
530,43.86283,18.35246,Lokalna cesta,09.06.2023,21:05:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom vozila,Udar prednjim dijelom vozila,PA,,,,,,,,,,
531,43.849759,18.369886,Magistralna cesta,12.06.2023,15:10:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,4.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar zadnjim dijelom vozila,Udar zadnjim dijelom vozila,PA,,,,,,,,,,
532,43.85924,18.3541,Lokalna cesta,16.06.2023,10:00:00,Oblačno,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar bočnim dijelom vozila,Bočni sudar,PA,,,,,,,,,,
533,43.8542794,18.3663725,Magistralna cesta,16.06.2023,14:45:00,Oblačno,Dan,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1.0,,,,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom vozila,Udar prednjim dijelom vozila,PA,,,,,LTV,,,,,
534,43.81224,18.35382,Magistralna cesta,27.06.2023,20:30:00,Vedro,Noć,Suh,0,0,3,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,3,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom vozila,Udar prednjim dijelom vozila,PA,,,,,,,,,,
535,43.8508908,18.37183916,Lokalna cesta,29.06.2023,12:45:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,Motocikl,,,,,,
536,43.8473,18.37497,Lokalna cesta,30.06.2023,18:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,,,,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar bočnim dijelom vozila,Bočni sudar,,,,,Motocikl,,,,,,
537,43.84391,18.35427,Lokalna cesta,04.07.2023,15:30:00,Oblačno,Dan,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom vozila,Udar prednjim dijelom vozila,PA,,,,,,,,,,
538,43.850589,18.37238,Lokalna cesta,13.07.2023,16:00:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u bočni dio vozila,Bočni sudar,PA,,,,Motocikl,,,,,,
539,43.849558,18.360823,Magistralna cesta,16.07.2023,13:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,4.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom vozila,Udar prednjim dijelom vozila,PA,,,,,,,,,,
540,43.84807264,18.359999,Lokalna cesta,26.07.2023,08:15:00,Oblačno,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prednjim dijelom vozila,Udar prednjim dijelom vozila,PA,,,,,,,,,,
541,43.84743,18.36186,Magistralna cesta,26.07.2023,08:40:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
542,43.8542794,18.3663725,Lokalna cesta,02.08.2023,05:20:00,Vedro,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
543,43.8542794,18.3663725,Lokalna cesta,03.08.2023,18:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,izlijetanje izvan kolovoza,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
544,43.84983,18.36656,Lokalna cesta,04.08.2023,11:15:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
